/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg009.mov,25202.0,4468.0,2948.0,0.0,0.73,1
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg009.mov,38579.0,7323.0,5722.0,0.0,0.75,2
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg009.mov,50061.0,10834.0,8619.0,0.0,1.02,3
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg009.mov,69325.0,14563.0,11590.0,0.0,1.4,4
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg009.mov,76682.0,18299.0,14975.0,0.0,1.56,5
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg009.mov,84778.0,20806.0,17369.0,0.0,1.62,6
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg009.mov,96039.0,25087.0,21160.0,0.0,1.86,7
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg009.mov,111338.0,29684.0,25189.0,0.0,2.13,8
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg009.mov,146620.0,34023.0,27987.0,0.0,2.91,9
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg009.mov,135653.0,37829.0,31275.0,0.0,2.83,10
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg022.mov,22903.0,4637.0,3451.0,0.0,0.54,1
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg022.mov,34314.0,7497.0,5963.0,0.0,0.72,2
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg022.mov,45786.0,10878.0,8969.0,0.0,0.9,3
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg022.mov,65025.0,13492.0,10666.0,0.0,1.32,4
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg022.mov,72109.0,16361.0,13459.0,0.0,1.37,5
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg022.mov,79702.0,-262122135.0,17909.0,0.0,1.55,6
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg022.mov,102673.0,23629.0,19258.0,0.0,2.07,7
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg022.mov,133134.0,26517.0,20519.0,0.0,2.9,8
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg022.mov,137290.0,31396.0,25355.0,0.0,2.9,9
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg023.mov,22859.0,4583.0,3395.0,0.0,0.55,1
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg023.mov,34301.0,7553.0,5944.0,0.0,0.77,2
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg023.mov,41596.0,10690.0,8840.0,0.0,0.87,3
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg023.mov,72723.0,12624.0,9421.0,0.0,1.52,4
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg023.mov,76669.0,17722.0,14576.0,0.0,1.5,5
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg023.mov,83489.0,20648.0,17349.0,0.0,1.56,6
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP12_04801fra/1080p80k/seg023.mov,103034.0,23870.0,19475.0,0.0,2.1,7
