/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP08_04321fra/720p30k/seg001.mov,6609.0,33605.0,29759.0,0.0,0.66,1
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP08_04321fra/720p30k/seg001.mov,10204.0,65434.0,58656.0,0.0,1.11,2
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP08_04321fra/720p30k/seg001.mov,14860.0,98161.0,88532.0,0.0,1.57,3
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP08_04321fra/720p30k/seg001.mov,19659.0,132675.0,120202.0,0.0,2.04,4
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP08_04321fra/720p30k/seg001.mov,23376.0,165130.0,149709.0,0.0,2.52,5
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP08_04321fra/720p30k/seg020.mov,7550.0,37738.0,33133.0,0.0,0.77,1
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP08_04321fra/720p30k/seg020.mov,12091.0,75153.0,67420.0,0.0,1.27,2
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP08_04321fra/720p30k/seg020.mov,16894.0,113648.0,102567.0,0.0,1.82,3
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP08_04321fra/720p30k/seg020.mov,21564.0,152489.0,138118.0,0.0,2.36,4
/local/test/sample_source/5994fps/chimera/NETFLIX_Chimera_1920x1080_5994fps_EP08_04321fra/720p30k/seg020.mov,27042.0,190200.0,172396.0,0.0,2.92,5
